idx;Variable_AR6;Unit;r21m42;r21m42_unit;r21m42_factor;r21m42_spatial;m42;m42_unit;m42_factor;r30m44;r30m44_unit;r30m44_factor;r30m44_spatial;m44;m44_unit;m44_factor;internal_comment;Comment;Definition
1237;Carbon Intensity|Production|Cement|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;Carbon Intensity|Production|Cement|Fossil|Energy|Demand;Mt CO2/Mt;;;;;;Carbon Intensity|Production|Cement|Fossil|Energy|Demand;Mt CO2/Mt;;;;;;;;CO2-equiv carbon intensity of Cement production from fuel combustion emissions (excl. industrial process emissions)
1238;Carbon Intensity|Production|Cement|Industrial Processes;Mt CO2-equiv/Mt;Carbon Intensity|Production|Cement|Industrial Processes;Mt CO2/Mt;;;;;;Carbon Intensity|Production|Cement|Industrial Processes;Mt CO2/Mt;;;;;;;;CO2-equiv carbon intensity of Cement production from industrial process emissions (excl. fuel combustion)
1239;Carbon Intensity|Production|Chemicals;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;can’t do (no production figures in mass units);CO2eq carbon intensity of Chemicals production for both process and fuel combustion emissions
1240;Carbon Intensity|Production|Chemicals|Ammonia;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2eq carbon intensity of Chemicals|Ammonia production for both process and fuel combustion emissions
1241;Carbon Intensity|Production|Chemicals|Ammonia|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals|Ammonia production from fuel combustion emissions (excl. industrial process emissions)
1242;Carbon Intensity|Production|Chemicals|Ammonia|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals|Ammonia production from industrial process emissions (excl. fuel combustion)
1243;Carbon Intensity|Production|Chemicals|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals production from fuel combustion emissions (excl. industrial process emissions)
1244;Carbon Intensity|Production|Chemicals|High value chemicals;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2eq carbon intensity of Chemicals|High value chemicals production for both process and fuel combustion emissions
1245;Carbon Intensity|Production|Chemicals|High value chemicals|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals|High value chemicals production from fuel combustion emissions (excl. industrial process emissions)
1246;Carbon Intensity|Production|Chemicals|High value chemicals|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals|High value chemicals production from industrial process emissions (excl. fuel combustion)
1247;Carbon Intensity|Production|Chemicals|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals production from industrial process emissions (excl. fuel combustion)
1248;Carbon Intensity|Production|Chemicals|Methanol;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2eq carbon intensity of Chemicals|Methanol production for both process and fuel combustion emissions
1249;Carbon Intensity|Production|Chemicals|Methanol|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals|Methanol production from fuel combustion emissions (excl. industrial process emissions)
1250;Carbon Intensity|Production|Chemicals|Methanol|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals|Methanol production from industrial process emissions (excl. fuel combustion)
1251;Carbon Intensity|Production|Chemicals|Other;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2eq carbon intensity of Chemicals|Other production for both process and fuel combustion emissions
1252;Carbon Intensity|Production|Chemicals|Other|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals|Other production from fuel combustion emissions (excl. industrial process emissions)
1253;Carbon Intensity|Production|Chemicals|Other|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Chemicals|Other production from industrial process emissions (excl. fuel combustion)
1254;Carbon Intensity|Production|Non-ferrous metals;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2eq carbon intensity of Non-ferrous metals production for both process and fuel combustion emissions
1255;Carbon Intensity|Production|Non-ferrous metals|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Non-ferrous metals production from fuel combustion emissions (excl. industrial process emissions)
1256;Carbon Intensity|Production|Non-ferrous metals|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Non-ferrous metals production from industrial process emissions (excl. fuel combustion)
1257;Carbon Intensity|Production|Other;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2eq carbon intensity of Other production for both process and fuel combustion emissions
1258;Carbon Intensity|Production|Other|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Other production from fuel combustion emissions (excl. industrial process emissions)
1259;Carbon Intensity|Production|Other|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Other production from industrial process emissions (excl. fuel combustion)
1260;Carbon Intensity|Production|Plastics;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2eq carbon intensity of Plastics production for both process and fuel combustion emissions
1261;Carbon Intensity|Production|Plastics|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Plastics production from fuel combustion emissions (excl. industrial process emissions)
1262;Carbon Intensity|Production|Plastics|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Plastics production from industrial process emissions (excl. fuel combustion)
1263;Carbon Intensity|Production|Pulp and Paper;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2eq carbon intensity of Pulp and Paper production for both process and fuel combustion emissions
1264;Carbon Intensity|Production|Pulp and Paper|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Pulp and Paper production from fuel combustion emissions (excl. industrial process emissions)
1265;Carbon Intensity|Production|Pulp and Paper|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Pulp and Paper production from industrial process emissions (excl. fuel combustion)
1266;Carbon Intensity|Production|Steel;Mt CO2-equiv/Mt;Carbon Intensity|Production|Steel;Mt CO2/Mt;;;;;;Carbon Intensity|Production|Steel;Mt CO2/Mt;;;;;;;;CO2eq carbon intensity of Steel production for both process and fuel combustion emissions
1267;Carbon Intensity|Production|Steel|Fossil|Energy|Demand|Industry;Mt CO2-equiv/Mt;Carbon Intensity|Production|Steel|Fossil|Energy|Demand;Mt CO2/Mt;;;;;;Carbon Intensity|Production|Steel|Fossil|Energy|Demand;Mt CO2/Mt;;;;;;;;CO2-equiv carbon intensity of Steel production from fuel combustion emissions (excl. industrial process emissions)
1268;Carbon Intensity|Production|Steel|Industrial Processes;Mt CO2-equiv/Mt;;;;;;;;;;;;;;;;;CO2-equiv carbon intensity of Steel production from industrial process emissions (excl. fuel combustion)
1269;Expenditure|Energy|Fossil;billion US$2010/yr;;;;;;;;;;;;;;;;;Fossil fuel expenditure
1270;Material Consumption|Domestic;Mt/year;;;;;;;;;;;;;;;;;Domestic material consumption
1271;Material recycling|Cement;Mt/year;;;;;;;;;;;;;;;;;Mass of Cement recycled per year
1272;Material recycling|Chemicals;Mt/year;;;;;;;;;;;;;;;;;Mass of Chemicals recycled per year
1273;Material recycling|Chemicals|Ammonia;Mt/year;;;;;;;;;;;;;;;;;Mass of Chemicals|Ammonia recycled per year
1274;Material recycling|Chemicals|High value chemicals;Mt/year;;;;;;;;;;;;;;;;;Mass of Chemicals|High value chemicals recycled per year
1275;Material recycling|Chemicals|Methanol;Mt/year;;;;;;;;;;;;;;;;;Mass of Chemicals|Methanol recycled per year
1276;Material recycling|Chemicals|Other;Mt/year;;;;;;;;;;;;;;;;;Mass of Chemicals|Other recycled per year
1277;Material recycling|Non-ferrous metals;Mt/year;;;;;;;;;;;;;;;;;Mass of Non-ferrous metals recycled per year
1278;Material recycling|Other;Mt/year;;;;;;;;;;;;;;;;;Mass of Other recycled per year
1279;Material recycling|Plastics;Mt/year;;;;;;;;;;;;;;;;;Mass of Plastics recycled per year
1280;Material recycling|Pulp and Paper;Mt/year;;;;;;;;;;;;;;;;;Mass of Pulp and Paper recycled per year
1281;Material recycling|Steel;Mt/year;;;;;;;;;;;;;;;;;Mass of Steel recycled per year
1282;Production|Cement;Mt/year;Production|Industry|Cement;Mt/yr;;;;;;Production|Industry|Cement;Mt/yr;;;;;;;;production of cement
1283;Production|Chemicals;Mt/year;;;;;;;;;;;;;;;;;production of chemicals (e.g. sulfuric acid)
1284;Production|Chemicals|Other;Mt/year;;;;;;;;;;;;;;;;;production of other chemicals not in the Chemicals categories
1285;Production|Non-ferrous metals;Mt/year;;;;;;;;;;;;;;;;;production of non-ferrous metals (e.g.,aluminum)
;Production|Plastics;Mt/year;;;;;;;;;;;;;;;;;production of plastics
1286;Production|Pulp and Paper;Mt/year;;;;;;;;;;;;;;;;;production of pulp and paper
1287;Production|Steel;Mt/year;Production|Industry|Steel;Mt/yr;;;;;;Production|Industry|Steel;Mt/yr;;;;;;;;production of steel
1288;Specific Energy Consumption|Production|Cement;MJ/t;Specific Energy Consumption|Industry|Cement;MJ/t;;;;;;FE|Industry|Specific Energy Consumption|Cement;GJ/t;1000;;;;;;;Specific energy consumption of Cement
1289;Specific Energy Consumption|Production|Chemicals;MJ/t;;;;;;;;;;;;;;;;;Specific energy consumption of Chemicals
1290;Specific Energy Consumption|Production|Chemicals|Ammonia;MJ/t;;;;;;;;;;;;;;;;;Specific energy consumption of Chemicals|Ammonia
1291;Specific Energy Consumption|Production|Chemicals|High value chemicals;MJ/t;;;;;;;;;;;;;;;;;Specific energy consumption of Chemicals|High value chemicals
1292;Specific Energy Consumption|Production|Chemicals|Methanol;MJ/t;;;;;;;;;;;;;;;;;Specific energy consumption of Chemicals|Methanol
1293;Specific Energy Consumption|Production|Chemicals|Other;MJ/t;;;;;;;;;;;;;;;;;Specific energy consumption of Chemicals|Other
1294;Specific Energy Consumption|Production|Non-ferrous metals;MJ/t;;;;;;;;;;;;;;;;;Specific energy consumption of Non-ferrous metals
1295;Specific Energy Consumption|Production|Other;MJ/t;;;;;;;;;;;;;;;;;Specific energy consumption of Other
1296;Specific Energy Consumption|Production|Plastics;MJ/t;;;;;;;;;;;;;;;;;Specific energy consumption of Plastics
1297;Specific Energy Consumption|Production|Pulp and Paper;MJ/t;;;;;;;;;;;;;;;;;Specific energy consumption of Pulp and Paper
1298;Specific Energy Consumption|Production|Steel;MJ/t;Specific Energy Consumption|Industry|Steel;MJ/t;;;;;;FE|Industry|Specific Energy Consumption|Primary Steel;GJ/t;1000;;;;;;;Specific energy consumption of Steel
;Specific Energy Consumption|Production|Steel;MJ/t;;;;;;;;FE|Industry|Specific Energy Consumption|Secondary Steel;GJ/t;1000;;;;;;;
1299;Expenditure|RnD;billion US$2010/yr;;;;;;;;;;;;;;;;;expenditure on research and development
1300;Investment|Infrastructure;billion US$2010/yr;;;;;;;;;;;;;;;;;investment into infrastrucutre
1301;Population|Mobile Network Access;million;;;;;;;;;;;;;;;;;population covered by a mobile network
1302;Population|Road Access;million;;;;;;;;;;;;;;;;;population living within 2 km of an all-season road
1303;Investment;billion US$2010/yr;Investments;billion US$2005/yr;1.10774;;;;;Investments;billion US$2005/yr;1.10774;;;;;;;Total economy wide investments (macroecomic capital stock,energy system,R&D,...)
1304;Investment|Energy Demand|Transportation|Freight|Aviation;billion US$2010/yr;;;;;;;;;;;;;;;;;Investments into new Freightvehicle technologies in the Aviation transport sector
1305;Investment|Energy Demand|Transportation|Freight|Railways;billion US$2010/yr;;;;;;;;;;;;;;;;;Investments into new Freightvehicle technologies in the Railways transport sector
1306;Investment|Energy Demand|Transportation|Freight|Road|HDT|EV;billion US$2010/yr;;;;;;;;;;;;;;;;;investments into new vehicle technologies in the transport sector (heavy-duty freight trucks: electric vehicle technologies,including all-electrics and plug-in hybrids)
1307;Investment|Energy Demand|Transportation|Freight|Road|HDT|FCV;billion US$2010/yr;;;;;;;;;;;;;;;;;investments into new vehicle technologies in the transport sector (heavy-duty freight trucks: fuel cell technologies running on hydrogen or another type of fuel)
1308;Investment|Energy Demand|Transportation|Freight|Road|HDT|ICE;billion US$2010/yr;;;;;;;;;;;;;;;;;investments into new vehicle technologies in the transport sector (heavy-duty freight trucks: internal combustion engine technologies running on any type of liquid or gaseous fuel)
1309;Investment|Energy Demand|Transportation|Passenger|Aviation;billion US$2010/yr;;;;;;;;;;;;;;;;;Investments into new Passengervehicle technologies in the Aviation transport sector
1310;Investment|Energy Demand|Transportation|Passenger|Railways;billion US$2010/yr;;;;;;;;;;;;;;;;;Investments into new Passengervehicle technologies in the Railways transport sector
1311;Investment|Energy Demand|Transportation|Passenger|Road|LDV|EV;billion US$2010/yr;;;;;;;;;;;;;;;;;investments into new vehicle technologies in the transport sector (light-duty cars and trucks: electric vehicle technologies,including all-electrics and plug-in hybrids)
1312;Investment|Energy Demand|Transportation|Passenger|Road|LDV|FCV;billion US$2010/yr;;;;;;;;;;;;;;;;;investments into new vehicle technologies in the transport sector (light-duty cars and trucks: fuel cell technologies running on hydrogen or another type of fuel)
1313;Investment|Energy Demand|Transportation|Passenger|Road|LDV|ICE;billion US$2010/yr;;;;;;;;;;;;;;;;;investments into new vehicle technologies in the transport sector (light-duty cars and trucks: internal combustion engine technologies running on any type of liquid or gaseous fuel)
1314;Investment|Energy Efficiency;billion US$2010/yr;TODO;billion US$2005/yr;1.10774;;;;;TODO;billion US$2005/yr;1.10774;;;;;;;investments into the efficiency-increasing components of energy demand technologies
1315;Investment|Energy Supply;billion US$2010/yr;Energy Investments|Supply;billion US$2005/yr;1.10774;;;;;Energy Investments|Supply;billion US$2005/yr;1.10774;;;;;;;investments into the energy supply system
1316;Investment|Energy Supply|CO2 Transport and Storage;billion US$2010/yr;Energy Investments|CO2 Trans&Stor;billion US$2005/yr;1.10774;;;;;Energy Investments|CO2 Trans&Stor;billion US$2005/yr;1.10774;;;;;;;investment in CO2 transport and storage (note that investment in the capturing equipment should be included along with the power plant technology)
1317;Investment|Energy Supply|Electricity;billion US$2010/yr;Energy Investments|Electricity;billion US$2005/yr;1.10774;;;;;Energy Investments|Electricity;billion US$2005/yr;1.10774;;;;;;;investments into electricity generation and supply (including electricity storage and transmission & distribution)
1318;Investment|Energy Supply|Electricity|Biomass;billion US$2010/yr;Energy Investments|Elec|Biomass;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Biomass;billion US$2005/yr;1.10774;;;;;;;investments in new power generation for the specified power plant category. If the model features several sub-categories,the total investments should be reported. For plants equipped with CCS,the investment in the capturing equipment should be included but not the one on transport and storage.
1319;Investment|Energy Supply|Electricity|Biomass|w/ CCS;billion US$2010/yr;Energy Investments|Elec|Biomass|w/ CCS;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Biomass|w/ CC;billion US$2005/yr;1.10774;;;;;;;investments in new power generation for the specified power plant category. If the model features several sub-categories,the total investments should be reported. For plants equipped with CCS,the investment in the capturing equipment should be included but not the one on transport and storage.
1320;Investment|Energy Supply|Electricity|Biomass|w/o CCS;billion US$2010/yr;Energy Investments|Elec|Biomass|w/o CCS;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Biomass|w/o CC;billion US$2005/yr;1.10774;;;;;;;investments in new power generation for the specified power plant category. If the model features several sub-categories,the total investments should be reported. For plants equipped with CCS,the investment in the capturing equipment should be included but not the one on transport and storage.
1321;Investment|Energy Supply|Electricity|Coal;billion US$2010/yr;Energy Investments|Elec|Coal;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Coal;billion US$2005/yr;1.10774;;;;;;;investments in new power generation for the specified power plant category. If the model features several sub-categories,the total investments should be reported. For plants equipped with CCS,the investment in the capturing equipment should be included but not the one on transport and storage.
1322;Investment|Energy Supply|Electricity|Coal|w/ CCS;billion US$2010/yr;Energy Investments|Elec|Coal|w/ CCS;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Coal|w/ CC;billion US$2005/yr;1.10774;;;;;;;investments in new power generation for the specified power plant category. If the model features several sub-categories,the total investments should be reported. For plants equipped with CCS,the investment in the capturing equipment should be included but not the one on transport and storage.
1323;Investment|Energy Supply|Electricity|Coal|w/o CCS;billion US$2010/yr;Energy Investments|Elec|Coal|w/o CCS;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Coal|w/o CC;billion US$2005/yr;1.10774;;;;;;;investments in new power generation for the specified power plant category. If the model features several sub-categories,the total investments should be reported. For plants equipped with CCS,the investment in the capturing equipment should be included but not the one on transport and storage.
1324;Investment|Energy Supply|Electricity|Electricity Storage;billion US$2010/yr;Energy Investments|Elec|Storage;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Storage;billion US$2005/yr;1.10774;;;;;;;investments in electricity storage technologies (e.g.,batteries,compressed air storage reservoirs,etc.)
1325;Investment|Energy Supply|Electricity|Fossil;billion US$2010/yr;Energy Investments|Elec|Fossil;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Fossil;billion US$2005/yr;1.10774;;;;;;;investments in new power generation for the specified power plant category. If the model features several sub-categories,the total investments should be reported. For plants equipped with CCS,the investment in the capturing equipment should be included but not the one on transport and storage.
1326;Investment|Energy Supply|Electricity|Gas;billion US$2010/yr;Energy Investments|Elec|Gas;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Gas;billion US$2005/yr;1.10774;;;;;;;investments in new power generation for the specified power plant category. If the model features several sub-categories,the total investments should be reported. For plants equipped with CCS,the investment in the capturing equipment should be included but not the one on transport and storage.
1327;Investment|Energy Supply|Electricity|Gas|w/ CCS;billion US$2010/yr;Energy Investments|Elec|Gas|w/ CCS;billion US$2005/yr;1.10774;;;;;Energy Investments|Elec|Gas|w/ CC;billion US$2005/yr;1.10774;;;;;;;investments in new power generation for the specified power plant category. If the model features several sub-categories,the total investments should be reported. For plants equipped with CCS,the investment in the capturing equipment should be included but not the one on transport and storage.
