idx;Variable_AR6;Unit;r21m42;r21m42_unit;r21m42_factor;r21m42_spatial;m42;m42_unit;m42_factor;r30m44;r30m44_unit;r30m44_factor;r30m44_spatial;m44;m44_unit;m44_factor;internal_comment;Comment;Definition
1103;Primary Energy|Oil;EJ/yr;PE|+|Oil;EJ/yr;;;;;;PE|+|Oil;EJ/yr;;;;;;;;conventional & unconventional oil primary energy consumption
1104;Primary Energy|Oil|Electricity;EJ/yr;;EJ/yr;;;;;;;EJ/yr;;;;;;;;conventional & unconventional oil primary energy input to electricity generation
1105;Primary Energy|Oil|Electricity|w/ CCS;EJ/yr;;EJ/yr;;;;;;;EJ/yr;;;;;;;;conventional & unconventional oil primary energy input to electricity generation used in combination with CCS
1106;Primary Energy|Oil|Electricity|w/o CCS;EJ/yr;;EJ/yr;;;;;;;EJ/yr;;;;;;;;conventional & unconventional oil primary energy input to electricity generation without CCS
1107;Primary Energy|Oil|Gases;EJ/yr;;;;;;;;;;;;;;;;;primary energy input to the fuel conversion sector
1108;Primary Energy|Oil|Hydrogen;EJ/yr;;;;;;;;;;;;;;;;;primary energy input to the fuel conversion sector
1109;Primary Energy|Oil|Liquids;EJ/yr;;;;;;;;;;;;;;;;;primary energy input to the fuel conversion sector
1110;Primary Energy|Oil|Solids;EJ/yr;;;;;;;;;;;;;;;;;primary energy input to the fuel conversion sector
1111;Primary Energy|Oil|w/ CCS;EJ/yr;;;;;;;;;;;;;;;;;conventional & unconventional oil primary energy consumption used in combination with CCS
1112;Primary Energy|Oil|w/o CCS;EJ/yr;PE|Oil|w/o CCS;EJ/yr;;;;;;PE|Oil|w/o CC;EJ/yr;;;;;;;;conventional & unconventional oil primary energy consumption without CCS
1113;Primary Energy|Other;EJ/yr;;;;;;;;;;;;;;;;;total other primary energy consumption
1114;Primary Energy|Secondary Energy Trade;EJ/yr;;;;;;;;;;;;;;;;;trade in secondary energy carriers that cannot be unambiguoulsy mapped to one of the existing primary energy categories (e.g. electricity,hydrogen,fossil synfuels,negative means net exports)
1115;Primary Energy|Solar;EJ/yr;PE|+|Solar;EJ/yr;;;;;;PE|+|Solar;EJ/yr;;;;;;;;total solar primary energy consumption
1116;Primary Energy|Wind;EJ/yr;PE|+|Wind;EJ/yr;;;;;;PE|+|Wind;EJ/yr;;;;;;;;total wind primary energy consumption
1117;Reservoir Capacity|Electricity|Storage;GWh;;;;;;;;;;;;;;;;;reservoir size of electricity storage technologies (e.g. pumped hydro,compressed air storage,flow batteries)
1118;Secondary Energy;EJ/yr;SE;EJ/yr;;;;;;SE;EJ/yr;;;;;;;;total secondary energy - the sum of all secondary energy carrier production (for consistency checks)
1119;Secondary Energy|Electricity;EJ/yr;SE|Electricity;EJ/yr;;;;;;SE|Electricity;EJ/yr;;;;;;;;total net electricity production
1120;Secondary Energy|Electricity|Biomass;EJ/yr;SE|Electricity|Biomass;EJ/yr;;;;;;SE|Electricity|+|Biomass;EJ/yr;;;;;;;;net electricity production from municipal solid waste,purpose-grown biomass,crop residues,forest industry waste,biogas
1121;Secondary Energy|Electricity|Biomass|w/ CCS;EJ/yr;SE|Electricity|Biomass|w/ CCS;EJ/yr;;;;;;SE|Electricity|Biomass|+|w/ CC;EJ/yr;;;;;;;;net electricity production from municipal solid waste,purpose-grown biomass,crop residues,forest industry waste with a CO2 capture component
1122;Secondary Energy|Electricity|Biomass|w/o CCS;EJ/yr;SE|Electricity|Biomass|w/o CCS;EJ/yr;;;;;;SE|Electricity|Biomass|+|w/o CC;EJ/yr;;;;;;;;net electricity production from municipal solid waste,purpose-grown biomass,crop residues,forest industry waste with freely vented CO2 emissions
1123;Secondary Energy|Electricity|Coal;EJ/yr;SE|Electricity|Coal;EJ/yr;;;;;;SE|Electricity|+|Coal;EJ/yr;;;;;;;;net electricity production from coal
1124;Secondary Energy|Electricity|Coal|w/ CCS;EJ/yr;SE|Electricity|Coal|w/ CCS;EJ/yr;;;;;;SE|Electricity|Coal|+|w/ CC;EJ/yr;;;;;;;;net electricity production from coal with a CO2 capture component
1125;Secondary Energy|Electricity|Coal|w/o CCS;EJ/yr;SE|Electricity|Coal|w/o CCS;EJ/yr;;;;;;SE|Electricity|Coal|+|w/o CC;EJ/yr;;;;;;;;net electricity production from coal with freely vented CO2 emissions
1126;Secondary Energy|Electricity|Curtailment;EJ/yr;SE|Electricity|Curtailment|WindSolar;EJ/yr;;;;;;SE|Electricity|Curtailment;EJ/yr;;;;;;;;curtailment of electricity production due to oversupply from variable renewable sources (typically from wind and solar)
1127;Secondary Energy|Electricity|Fossil;EJ/yr;;;;;;;;;;;;;;;;;net electricity production from coal,gas,conventional and unconventional oil
1128;Secondary Energy|Electricity|Fossil|w/ CCS;EJ/yr;TODO;EJ/yr;;;;;;TODO;EJ/yr;;;;;;;;net electricity production from coal,gas,conventional and unconventional oil used in combination with CCS
1129;Secondary Energy|Electricity|Fossil|w/o CCS;EJ/yr;TODO;EJ/yr;;;;;;TODO;EJ/yr;;;;;;;;net electricity production from coal,gas,conventional and unconventional oil without CCS
1130;Secondary Energy|Electricity|Gas;EJ/yr;SE|Electricity|Gas;EJ/yr;;;;;;SE|Electricity|+|Gas;EJ/yr;;;;;;;;net electricity production from natural gas
1131;Secondary Energy|Electricity|Gas|w/ CCS;EJ/yr;SE|Electricity|Gas|w/ CCS;EJ/yr;;;;;;SE|Electricity|Gas|+|w/ CC;EJ/yr;;;;;;;;net electricity production from natural gas with a CO2 capture component
1132;Secondary Energy|Electricity|Gas|w/o CCS;EJ/yr;SE|Electricity|Gas|w/o CCS;EJ/yr;;;;;;SE|Electricity|Gas|+|w/o CC;EJ/yr;;;;;;;;net electricity production from natural gas with freely vented CO2 emissions
1133;Secondary Energy|Electricity|Geothermal;EJ/yr;SE|Electricity|Geothermal;EJ/yr;;;;;;SE|Electricity|+|Geothermal;EJ/yr;;;;;;;;net electricity production from all sources of geothermal energy (e.g.,hydrothermal,enhanced geothermal systems)
1134;Secondary Energy|Electricity|Hydro;EJ/yr;SE|Electricity|Hydro;EJ/yr;;;;;;SE|Electricity|+|Hydro;EJ/yr;;;;;;;;net hydroelectric production
1135;Secondary Energy|Electricity|Non-Biomass Renewables;EJ/yr;SE|Electricity|Non-Biomass Renewables;EJ/yr;;;;;;SE|Electricity|Non-Biomass Renewables;EJ/yr;;;;;;;;net electricity production from hydro,wind,solar,geothermal,ocean,and other renewable sources (excluding bioenergy). This is a summary category for all the non-biomass renewables.
1136;Secondary Energy|Electricity|Nuclear;EJ/yr;SE|Electricity|Nuclear;EJ/yr;;;;;;SE|Electricity|+|Nuclear;EJ/yr;;;;;;;;net electricity production from nuclear energy
1137;Secondary Energy|Electricity|Ocean;EJ/yr;;;;;;;;;;;;;;;;;net electricity production from ocean energy
1138;Secondary Energy|Electricity|Oil;EJ/yr;SE|Electricity|Oil;EJ/yr;;;;;;SE|Electricity|Oil|DOT;EJ/yr;;;;;;;;net electricity production from refined liquid oil products
1139;Secondary Energy|Electricity|Oil|w/ CCS;EJ/yr;;;;;;;;;;;;;;;;;net electricity production from refined liquids with a CO2 capture component
1140;Secondary Energy|Electricity|Oil|w/o CCS;EJ/yr;SE|Electricity|Oil|w/o CCS;EJ/yr;;;;;;SE|Electricity|Oil|w/o CC;EJ/yr;;;;;;;;net electricity production from refined liquids with freely vented CO2 emissions
1141;Secondary Energy|Electricity|Other;EJ/yr;SE|Electricity|Hydrogen;EJ/yr;;;;;;SE|Electricity|+|Hydrogen;EJ/yr;;;;;;;;net electricity production from sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab)
1142;Secondary Energy|Electricity|Solar;EJ/yr;SE|Electricity|Solar;EJ/yr;;;;;;SE|Electricity|+|Solar;EJ/yr;;;;;;;;net electricity production from all sources of solar energy (e.g.,PV and concentrating solar power)
1143;Secondary Energy|Electricity|Solar|CSP;EJ/yr;SE|Electricity|Solar|CSP;EJ/yr;;;;;;SE|Electricity|Solar|+|CSP;EJ/yr;;;;;;;;net electricity production from concentrating solar power (CSP)
1144;Secondary Energy|Electricity|Solar|PV;EJ/yr;SE|Electricity|Solar|PV;EJ/yr;;;;;;SE|Electricity|Solar|+|PV;EJ/yr;;;;;;;;net electricity production from solar photovoltaics (PV)
1145;Secondary Energy|Electricity|Storage Losses;EJ/yr;;;;;;;;;;;;;;;;;losses from electricity storage
1146;Secondary Energy|Electricity|Transmission Losses;EJ/yr;;;;;;;;;;;;;;;;;electricity losses from long-range high-voltage transmission
1147;Secondary Energy|Electricity|Wind;EJ/yr;SE|Electricity|Wind;EJ/yr;;;;;;SE|Electricity|+|Wind;EJ/yr;;;;;;;;net electricity production from wind energy (on- and offshore)
1148;Secondary Energy|Electricity|Wind|Offshore;EJ/yr;;;;;;;;SE|Electricity|Wind|+|Offshore;EJ/yr;;;;;;;;net electricity production from offshore wind energy
1149;Secondary Energy|Electricity|Wind|Onshore;EJ/yr;;;;;;;;SE|Electricity|Wind|+|Onshore;EJ/yr;;;;;;;;net electricity production from onshore wind energy
1150;Secondary Energy|Gases;EJ/yr;SE|Gases;EJ/yr;1;;;;;SE|Gases;EJ/yr;1;;;;;;;total production of gaseous fuels,including natural gas
;Secondary Energy|Gases;EJ/yr;SE|Gases|Waste;EJ/yr;-1;;;;;SE|Gases|+|Waste;EJ/yr;-1;;;;;;;
1151;Secondary Energy|Gases|Biomass;EJ/yr;SE|Gases|Biomass;EJ/yr;;;;;;SE|Gases|+|Biomass;EJ/yr;;;;;;;;total production of biogas
1152;Secondary Energy|Gases|Coal;EJ/yr;SE|Gases|Coal;EJ/yr;;;;;;SE|Gases|Fossil|+|Coal;EJ/yr;;;;;;;;total production of coal gas from coal gasification
1153;Secondary Energy|Gases|Natural Gas;EJ/yr;SE|Gases|Natural Gas;EJ/yr;;;;;;SE|Gases|Fossil|+|Natural Gas;EJ/yr;;;;;;;;total production of natural gas
1154;Secondary Energy|Gases|Other;EJ/yr;SE|Gases|Hydrogen;EJ/yr;;;;;;SE|Gases|+|Hydrogen;EJ/yr;;;;;;;;total production of gases from sources that do not fit any other category
1155;Secondary Energy|Heat;EJ/yr;SE|Heat;EJ/yr;;;;;;SE|Heat;EJ/yr;;;;;;;;total centralized heat generation
1156;Secondary Energy|Heat|Biomass;EJ/yr;SE|Heat|Biomass;EJ/yr;;;;;;SE|Heat|+|Biomass;EJ/yr;;;;;;;;centralized heat generation from biomass
1157;Secondary Energy|Heat|Coal;EJ/yr;SE|Heat|Coal;EJ/yr;;;;;;SE|Heat|+|Coal;EJ/yr;;;;;;;;centralized heat generation from coal
1158;Secondary Energy|Heat|Gas;EJ/yr;SE|Heat|Gas;EJ/yr;;;;;;SE|Heat|+|Gas;EJ/yr;;;;;;;;centralized heat generation from gases
1159;Secondary Energy|Heat|Geothermal;EJ/yr;SE|Heat|Geothermal;EJ/yr;;;;;;SE|Heat|+|Geothermal;EJ/yr;;;;;;;;centralized heat generation from geothermal energy EXCLUDING geothermal heat pumps
1160;Secondary Energy|Heat|Nuclear;EJ/yr;;;;;;;;;;;;;;;;;centralized heat generation from nuclear energy
1161;Secondary Energy|Heat|Oil;EJ/yr;;;;;;;;;;;;;;;;;centralized heat generation from oil products
1162;Secondary Energy|Heat|Other;EJ/yr;;;;;;;;;;;;;;;;;centralized heat generation from sources that do not fit any other category (please provide a definition of the sources in this category in the 'comments' tab)
1163;Secondary Energy|Heat|Solar;EJ/yr;;;;;;;;SE|Heat|+|Solar;EJ/yr;;;;;;;;centralized heat generation from solar energy
1164;Secondary Energy|Hydrogen;EJ/yr;SE|Hydrogen;EJ/yr;;;;;;SE|Hydrogen;EJ/yr;;;;;;;;total hydrogen production
1165;Secondary Energy|Hydrogen|Biomass;EJ/yr;SE|Hydrogen|Biomass;EJ/yr;;;;;;SE|Hydrogen|+|Biomass;EJ/yr;;;;;;;;hydrogen production from biomass
1166;Secondary Energy|Hydrogen|Biomass|w/ CCS;EJ/yr;SE|Hydrogen|Biomass|w/ CCS;EJ/yr;;;;;;SE|Hydrogen|Biomass|+|w/ CC;EJ/yr;;;;;;;;hydrogen production from biomass with a CO2 capture component
1167;Secondary Energy|Hydrogen|Biomass|w/o CCS;EJ/yr;SE|Hydrogen|Biomass|w/o CCS;EJ/yr;;;;;;SE|Hydrogen|Biomass|+|w/o CC;EJ/yr;;;;;;;;hydrogen production from biomass with freely vented CO2 emissions
1168;Secondary Energy|Hydrogen|Coal;EJ/yr;SE|Hydrogen|Coal;EJ/yr;;;;;;SE|Hydrogen|+|Coal;EJ/yr;;;;;;;;hydrogen production from coal
1169;Secondary Energy|Hydrogen|Coal|w/ CCS;EJ/yr;SE|Hydrogen|Coal|w/ CCS;EJ/yr;;;;;;SE|Hydrogen|Coal|+|w/ CC;EJ/yr;;;;;;;;hydrogen production from coal with a CO2 capture component
1170;Secondary Energy|Hydrogen|Coal|w/o CCS;EJ/yr;SE|Hydrogen|Coal|w/o CCS;EJ/yr;;;;;;SE|Hydrogen|Coal|+|w/o CC;EJ/yr;;;;;;;;hydrogen production from coal with freely vented CO2 emissions
1171;Secondary Energy|Hydrogen|Electricity;EJ/yr;SE|Hydrogen|Electricity;EJ/yr;;;;;;SE|Hydrogen|+|Electricity;EJ/yr;;;;;;;;hydrogen production from electricity via electrolysis
1172;Secondary Energy|Hydrogen|Fossil;EJ/yr;SE|Hydrogen|Fossil;EJ/yr;;;;;;SE|Hydrogen|Fossil;EJ/yr;;;;;;;;hydrogen production from fossil fuels
1173;Secondary Energy|Hydrogen|Fossil|w/ CCS;EJ/yr;SE|Hydrogen|Fossil|w/ CCS;EJ/yr;;;;;;SE|Hydrogen|Fossil|+|w/ CC;EJ/yr;;;;;;;;hydrogen production from fossil fuels with a CO2 capture component
1174;Secondary Energy|Hydrogen|Fossil|w/o CCS;EJ/yr;SE|Hydrogen|Fossil|w/o CCS;EJ/yr;;;;;;SE|Hydrogen|Fossil|+|w/o CC;EJ/yr;;;;;;;;hydrogen production from fossil fuels with freely vented CO2 emissions
1175;Secondary Energy|Hydrogen|Gas;EJ/yr;SE|Hydrogen|Gas;EJ/yr;;;;;;SE|Hydrogen|+|Gas;EJ/yr;;;;;;;;hydrogen production from gas
1176;Secondary Energy|Hydrogen|Gas|w/ CCS;EJ/yr;SE|Hydrogen|Gas|w/ CCS;EJ/yr;;;;;;SE|Hydrogen|Gas|+|w/ CC;EJ/yr;;;;;;;;hydrogen production from natural gas with a CO2 capture component
1177;Secondary Energy|Hydrogen|Gas|w/o CCS;EJ/yr;SE|Hydrogen|Gas|w/o CCS;EJ/yr;;;;;;SE|Hydrogen|Gas|+|w/o CC;EJ/yr;;;;;;;;hydrogen production from natural gas with freely vented CO2 emissions
1178;Secondary Energy|Hydrogen|Nuclear;EJ/yr;;;;;;;;;;;;;;;;;total hydrogen production from nuclear energy (e.g. thermochemical water splitting with nucelar heat)
1179;Secondary Energy|Hydrogen|Oil;EJ/yr;;;;;;;;;;;;;;;;;hydrogen production from oil
1180;Secondary Energy|Hydrogen|Other;EJ/yr;;;;;;;;;;;;;;;;;hydrogen production from other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab)
1181;Secondary Energy|Hydrogen|Solar;EJ/yr;;;;;;;;;;;;;;;;;total hydrogen production from solar energy (e.g. thermalchemical water splitting with solar heat)
1182;Secondary Energy|Liquids;EJ/yr;SE|Liquids;EJ/yr;;;;;;SE|Liquids;EJ/yr;;;;;;;;total production of refined liquid fuels from all energy sources (incl. oil products,synthetic fossil fuels from gas and coal,biofuels)
1183;Secondary Energy|Liquids|Biomass;EJ/yr;SE|Liquids|Biomass;EJ/yr;;;;;;SE|Liquids|+|Biomass;EJ/yr;;;;;;;;total liquid biofuels production
1184;Secondary Energy|Liquids|Biomass|1st Generation;EJ/yr;SE|Liquids|Biomass|1st Generation;EJ/yr;;;;;;SE|Liquids|Biomass|1st Generation;EJ/yr;;;;;;;;liquid biofuels production from 1st generation technologies,relying on e.g. corn,sugar,oil
1185;Secondary Energy|Liquids|Biomass|Energy Crops;EJ/yr;SE|Liquids|Biomass|Energy Crops;EJ/yr;;;;;;SE|Liquids|Biomass|Energy Crops;EJ/yr;;;;;;;;liquid biofuels production from energy crops
1186;Secondary Energy|Liquids|Biomass|Other;EJ/yr;;;;;;;;;;;;;;;;;biofuel production from biomass that does not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab)
1187;Secondary Energy|Liquids|Biomass|Residues;EJ/yr;SE|Liquids|Biomass|Residues;EJ/yr;;;;;;SE|Liquids|Biomass|Residues;EJ/yr;;;;;;;;liquid biofuels production from residues (forest and agriculture)
1188;Secondary Energy|Liquids|Biomass|w/ CCS;EJ/yr;SE|Liquids|Biomass|w/ CCS;EJ/yr;;;;;;SE|Liquids|Biomass|+|w/ CC;EJ/yr;;;;;;;;total liquid biofuels production with CCS
1189;Secondary Energy|Liquids|Biomass|w/o CCS;EJ/yr;SE|Liquids|Biomass|w/o CCS;EJ/yr;;;;;;SE|Liquids|Biomass|+|w/o CC;EJ/yr;;;;;;;;total liquid biofuels production without CCS
1190;Secondary Energy|Liquids|Coal;EJ/yr;SE|Liquids|Coal;EJ/yr;;;;;;SE|Liquids|Fossil|+|Coal;EJ/yr;;;;;;;;total production of fossil liquid synfuels from coal-to-liquids (CTL) technologies
1191;Secondary Energy|Liquids|Coal|w/ CCS;EJ/yr;SE|Liquids|Coal|w/ CCS;EJ/yr;;;;;;SE|Liquids|Fossil|Coal|+|w/ CC;EJ/yr;;;;;;;;total production of fossil liquid synfuels from coal-to-liquids (CTL) technologies with CCS
1192;Secondary Energy|Liquids|Coal|w/o CCS;EJ/yr;SE|Liquids|Coal|w/o CCS;EJ/yr;;;;;;SE|Liquids|Fossil|Coal|+|w/o CC;EJ/yr;;;;;;;;total production of fossil liquid synfuels from coal-to-liquids (CTL) technologies without CCS
1193;Secondary Energy|Liquids|Fossil;EJ/yr;SE|Liquids|Fossil;EJ/yr;;;;;;SE|Liquids|+|Fossil;EJ/yr;;;;;;;;total production of fossil liquid synfuels
1194;Secondary Energy|Liquids|Fossil|w/ CCS;EJ/yr;SE|Liquids|Fossil|w/ CCS;EJ/yr;;;;;;SE|Liquids|Fossil|++|w/ CC;EJ/yr;;;;;;;;total production of fossil liquid synfuels from facilities with CCS
1195;Secondary Energy|Liquids|Fossil|w/o CCS;EJ/yr;SE|Liquids|Fossil|w/o CCS;EJ/yr;;;;;;SE|Liquids|Fossil|++|w/o CC;EJ/yr;;;;;;;;total production of fossil liquid synfuels from facilities without CCS
1196;Secondary Energy|Liquids|Gas;EJ/yr;SE|Liquids|Gas;EJ/yr;;;;;;SE|Liquids|Fossil|+|Gas;EJ/yr;;;;;;;;total production of fossil liquid synfuels from gas-to-liquids (GTL) technologies
1197;Secondary Energy|Liquids|Gas|w/ CCS;EJ/yr;SE|Liquids|Gas|w/ CCS;EJ/yr;;;;;;SE|Liquids|Fossil|Gas|+|w/ CC;EJ/yr;;;;;;;;total production of fossil liquid synfuels from gas-to-liquids (GTL) technologies with CCS
1198;Secondary Energy|Liquids|Gas|w/o CCS;EJ/yr;SE|Liquids|Gas|w/o CCS;EJ/yr;;;;;;SE|Liquids|Fossil|Gas|+|w/o CC;EJ/yr;;;;;;;;total production of fossil liquid synfuels from gas-to-liquids (GTL) technologies without CCS
1199;Secondary Energy|Liquids|Oil;EJ/yr;SE|Liquids|Oil;EJ/yr;;;;;;SE|Liquids|Fossil|+|Oil;EJ/yr;;;;;;;;total production of liquid fuels from petroleum,including both conventional and unconventional sources
1200;Secondary Energy|Liquids|Other;EJ/yr;;;;;;;;;;;;;;;;;total production of liquid synfuels from non-fossil and non-biomass sources,e.g. renewable power to liquids technologies
1201;Secondary Energy|Other Carrier;EJ/yr;;;;;;;;;;;;;;;;;generation of other secondary energy carriers that do not fit any other category (please provide a definition of other energy carrier in this category in the 'comments' tab)
1202;Secondary Energy|Solids;EJ/yr;SE|Solids;EJ/yr;;;;;;SE|Solids;EJ/yr;;;;;;;;solid secondary energy carriers (e.g.,briquettes,coke,wood chips,wood pellets)
1203;Secondary Energy|Solids|Biomass;EJ/yr;SE|Solids|Biomass;EJ/yr;;;;;;SE|Solids|+|Biomass;EJ/yr;;;;;;;;solid secondary energy carriers produced from biomass (e.g.,commercial charcoal,wood chips,wood pellets). Tradional bioenergy use is excluded.
;Secondary Energy|Solids|Biomass;EJ/yr;SE|Solids|Traditional Biomass;EJ/yr;;;;;;SE|Solids|+|Traditional Biomass;EJ/yr;;;;;;;;Tradional bioenergy use 
1204;Secondary Energy|Solids|Coal;EJ/yr;SE|Solids|Coal;EJ/yr;;;;;;SE|Solids|+|Coal;EJ/yr;;;;;;;;solid secondary energy carriers produced from coal (e.g.,briquettes,coke)
1205;Trade|Primary Energy|Biomass|Volume;EJ/yr;Trade|Biomass;EJ/yr;;;;;;Trade|Biomass;EJ/yr;;;;;;;;net exports of solid,unprocessed biomass,at the global level these should add up to the trade losses only
1206;Trade|Primary Energy|Coal|Volume;EJ/yr;Trade|Coal;EJ/yr;;;;;;Trade|Coal;EJ/yr;;;;;;;;net exports of coal,at the global level these should add up to the trade losses only
1207;Trade|Primary Energy|Gas|Volume;EJ/yr;Trade|Gas;EJ/yr;;;;;;Trade|Gas;EJ/yr;;;;;;;;net exports of natural gas,at the global level these should add up to the trade losses only
1208;Trade|Primary Energy|Oil|Volume;EJ/yr;Trade|Oil;EJ/yr;;;;;;Trade|Oil;EJ/yr;;;;;;;;net exports of crude oil,at the global level these should add up to the trade losses only
1209;Trade|Secondary Energy|Electricity|Volume;EJ/yr;;;;;;;;;;;;;;;;;net exports of electricity,at the global level these should add up to the trade losses only
1210;Trade|Secondary Energy|Hydrogen|Volume;EJ/yr;;;;;;;;;;;;;;;;;net exports of hydrogen,at the global level these should add up to the trade losses only
1211;Trade|Secondary Energy|Liquids|Biomass|Volume;EJ/yr;;;;;;;;;;;;;;;;;net exports of liquid biofuels,at the global level these should add up to the trade losses only (for those models that are able to split solid and liquid bioenergy)
1212;Trade|Secondary Energy|Liquids|Coal|Volume;EJ/yr;;;;;;;;;;;;;;;;;net exports of fossil liquid synfuels from coal-to-liquids (CTL) technologies,at the global level these should add up to the trade losses only
1213;Trade|Secondary Energy|Liquids|Gas|Volume;EJ/yr;;;;;;;;;;;;;;;;;net exports of fossil liquid synfuels from gas-to-liquids (GTL) technologies,at the global level these should add up to the trade losses only
1214;Trade|Secondary Energy|Liquids|Oil|Volume;EJ/yr;;;;;;;;;;;;;;;;;net exports of liquid fuels from petroleum including both conventional and unconventional sources,at the global level these should add up to the trade losses only
1215;Trade|Uranium|Mass;kt U/yr;Trade|Uranium|Mass;ktU/yr;;;;;;Trade|Uranium|Mass;ktU/yr;;;;;;;;net exports of Uranium,at the global level these should add up to the trade losses only
1216;Forestry Demand|Roundwood;million m3/yr;;;;;;;;;;;;;;;;;forestry demand level for all roundwood (consumption,not production)
1217;Forestry Demand|Roundwood|Industrial Roundwood;million m3/yr;;;;;;;;;;;;;;;;;forestry demand level for industrial roundwood (consumption,not production)
1218;Forestry Demand|Roundwood|Wood Fuel;million m3/yr;;;;;;;;;;;;;;;;;forestry demand level for fuel wood roundwood (consumption,not production)
1219;Forestry Production|Forest Residues;million t DM/yr;;;;;;;;;;;;;;;;;forestry production level of forest residue output (primary production,not consumption)
1220;Forestry Production|Roundwood;million m3/yr;;;;;;;;;;;;;;;;;forestry production level for all roundwood (primary production,not consumption)
1221;Forestry Production|Roundwood|Industrial Roundwood;million m3/yr;;;;;;;;;;;;;;;;;forestry production level for industrial roundwood (primary production,not consumption)
1222;Forestry Production|Roundwood|Wood Fuel;million m3/yr;;;;;;;;;;;;;;;;;forestry production level for fuel wood roundwood (primary production,not consumption)
1223;Debt Service;%;;;;;;;;;;;;;;;;;Debt service as a percentage of exports of goods and services
1224;Export|Developing Country Share;%;;;;;;;;;;;;;;;;;Developing countries’ and least developed countries’ share of global exports
1225;Revenue|Government;billion US$2010/yr;;;;;;;;;;;;;;;;;government revenue
1226;Revenue|Government|Tax;billion US$2010/yr;;;;;;;;;;;;;;;;;government revenue from taxes
;Revenue|Government|Tax|Carbon;billion US$2010/yr;;;;;;;;Revenue|Government|Tax|Carbon;billion US$2005/yr;1.10774;;;;;;;Total government revenue from carbon pricing (weighted aggregation of carbon price by region/sector multiplied by GHG emissions)
;Revenue|Government|Tax|Carbon|Demand|Buildings;billion US$2010/yr;;;;;;;;Revenue|Government|Tax|Carbon|+|Demand|Buildings;billion US$2005/yr;1.10774;;;;;;;Total government revenue from carbon pricing on buildings sector emissions (carbon price by region multiplied by GHG emissions)
;Revenue|Government|Tax|Carbon|Demand|Industry;billion US$2010/yr;;;;;;;;Revenue|Government|Tax|Carbon|+|Demand|Industry;billion US$2005/yr;1.10774;;;;;;;Total government revenue from carbon pricing on industry sector emissions (carbon price by region multiplied by GHG emissions)
;Revenue|Government|Tax|Carbon|Demand|Transport;billion US$2010/yr;;;;;;;;Revenue|Government|Tax|Carbon|+|Demand|Transport;billion US$2005/yr;1.10774;;;;;;;Total government revenue from carbon pricing on transport sector emissions (carbon price by region multiplied by GHG emissions)
;Revenue|Government|Tax|Carbon|Supply;billion US$2010/yr;;;;;;;;Revenue|Government|Tax|Carbon|+|Supply;billion US$2005/yr;1.10774;;;;;;;Total government revenue from carbon pricing on the supply sector emissions (carbon price by region multiplied by GHG emissions)
;Revenue|Industry|Cement;billion US$2010/yr;;;;;;;;;;;;;;;;;total revenue of the cement industry (production x price)
;Revenue|Industry|Steel;billion US$2010/yr;;;;;;;;;;;;;;;;;total revenue of the steel industry (production x price)
1227;Tariffs|Average;%;;;;;;;;;;;;;;;;;Weighted trade tariff-average (regional and global indicator relevant)
1228;Tariffs|Average|Imports;%;;;;;;;;;;;;;;;;;Average tariffs for imports (most relevant for developed countries)
1229;Expenditure|Medical System|Incremental;billion US$2010/yr;;;;;;;;;;;;;;;;;Incremental expenditure for the medical system
1230;Investment|Medical System;billion US$2010/yr;;;;;;;;;;;;;;;;;investment to medical system
;Energy Expenditures|Industry|Cement;USD2010/yr;;;;;;;;;;;;;;;;;total expenditures on energy in the cement industry (energy input x price) 
;Energy Expenditures|Industry|Steel;USD2010/yr;;;;;;;;;;;;;;;;;total expenditures on energy in the steel industry (energy input x price)
;Energy Expenditures|Residential and Commercial|Cooling;USD2010/yr;;;;;;;;;;;;;;;;;total expenditures on energy for cooling services (energy input x price)
;Energy Expenditures|Residential and Commercial|Heating;USD2010/yr;;;;;;;;;;;;;;;;;total expenditures on energy for heating services (energy input x price)
;Energy Expenditures|Transportation;USD2010/yr;;;;;;;;;;;;;;;;;total expenditures on energy for transportation (energy input x price)
1231;Expenditure|household|Energy;billion US$2010/yr;;;;;;;;;;;;;;;;;expenditure of households for energy.
1232;Expenditure|household|Food;billion US$2010/yr;Household Expenditure|Food|Expenditure;USD/capita;;;Household Expenditure|Food|Expenditure;USD/capita;;Household Expenditure|Food|Expenditure;USD/capita;;;Household Expenditure|Food|Expenditure;USD/capita;;;;expenditure of households for food.
1233;Expenditure|household|Industry;billion US$2010/yr;;;;;;;;;;;;;;;;;expenditure of households for industrial goods.
1234;Expenditure|household|Services;billion US$2010/yr;;;;;;;;;;;;;;;;;expenditure of households for services.
1235;Expenditure|household|Services|health;billion US$2010/yr;;;;;;;;;;;;;;;;;expenditure of households for health services.
1236;Carbon Intensity|Production|Cement;Mt CO2-equiv/Mt;Carbon Intensity|Production|Cement;Mt CO2/Mt;;;;;;Carbon Intensity|Production|Cement;Mt CO2/Mt;;;;;;;;CO2eq carbon intensity of Cement production for both process and fuel combustion emissions
