variable;unit;piam_variable;piam_unit;piam_factor;weight;comment;source
CONS.AGR;1000 t dm;Demand|Bioenergy;Mt DM/yr;1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Bioenergy;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Food;Mt DM/yr;1000;NULL;;M
FOOD.AGR;1000 t dm;Demand|Food;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Material;Mt DM/yr;1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Material;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Seed;Mt DM/yr;1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Seed;Mt DM/yr;1000;NULL;;M
CONS.ECP;1000 t dm;Demand|Bioenergy|Bioenergy crops;Mt DM/yr;1000;NULL;;M
OTHU.ECP;1000 t dm;Demand|Bioenergy|Bioenergy crops;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Bioenergy|Crop residues;Mt DM/yr;-1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Bioenergy|Crop residues;Mt DM/yr;-1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Bioenergy|Crops;Mt DM/yr;1000;NULL;;M
OTHU.CRP;1000 t dm;Demand|Bioenergy|Crops;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Bioenergy|Fish;Mt DM/yr;-1000;NULL;;M
CONS.FSH;1000 t dm;Demand|Bioenergy|Fish;Mt DM/yr;1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Bioenergy|Fish;Mt DM/yr;-1000;NULL;;M
OTHU.FSH;1000 t dm;Demand|Bioenergy|Fish;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Bioenergy|Forest products;Mt DM/yr;-1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Bioenergy|Forest products;Mt DM/yr;-1000;NULL;;M
CONS.LSP;1000 t dm;Demand|Bioenergy|Livestock products;Mt DM/yr;1000;NULL;;M
OTHU.LSP;1000 t dm;Demand|Bioenergy|Livestock products;Mt DM/yr;1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Bioenergy|Secondary products;Mt DM/yr;1000;NULL;;M
OTHU.CRP;1000 t dm;Demand|Bioenergy|Secondary products;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Bioenergy|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Bioenergy|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Bioenergy|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Bioenergy|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
CONS.RIC;1000 t dm;Demand|Bioenergy|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
OTHU.RIC;1000 t dm;Demand|Bioenergy|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Bioenergy|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
OTHU.WHT;1000 t dm;Demand|Bioenergy|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Bioenergy|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Bioenergy|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
OTHU.PFB;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Bioenergy|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
CONS.VFN;1000 t dm;Demand|Bioenergy|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
OTHU.VFN;1000 t dm;Demand|Bioenergy|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Bioenergy|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
OTHU.OCR;1000 t dm;Demand|Bioenergy|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Bioenergy|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
OTHU.OCR;1000 t dm;Demand|Bioenergy|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Bioenergy|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
OTHU.OCR;1000 t dm;Demand|Bioenergy|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
CONS.DRY;1000 t dm;Demand|Bioenergy|Livestock products|Dairy;Mt DM/yr;1000;NULL;;M
OTHU.DRY;1000 t dm;Demand|Bioenergy|Livestock products|Dairy;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Bioenergy|Livestock products|Eggs;Mt DM/yr;1000;NULL;;M
OTHU.NRM;1000 t dm;Demand|Bioenergy|Livestock products|Eggs;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Bioenergy|Livestock products|Monogastric meat;Mt DM/yr;1000;NULL;;M
OTHU.NRM;1000 t dm;Demand|Bioenergy|Livestock products|Monogastric meat;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Bioenergy|Livestock products|Poultry meat;Mt DM/yr;1000;NULL;;M
OTHU.NRM;1000 t dm;Demand|Bioenergy|Livestock products|Poultry meat;Mt DM/yr;1000;NULL;;M
CONS.RUM;1000 t dm;Demand|Bioenergy|Livestock products|Ruminant meat;Mt DM/yr;1000;NULL;;M
OTHU.RUM;1000 t dm;Demand|Bioenergy|Livestock products|Ruminant meat;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Bioenergy|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
OTHU.WHT;1000 t dm;Demand|Bioenergy|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Bioenergy|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Bioenergy|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Bioenergy|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
OTHU.PFB;1000 t dm;Demand|Bioenergy|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Bioenergy|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Bioenergy|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Bioenergy|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Bioenergy|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Bioenergy|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Bioenergy|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Bioenergy|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Bioenergy|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Bioenergy|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Bioenergy|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Bioenergy|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Bioenergy|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Bioenergy|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Bioenergy|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
FEED.OFD;1000 t dm;Demand|Feed|Crop residues;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Feed|Crops;Mt DM/yr;1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Feed|Crops;Mt DM/yr;1000;NULL;;M
FEED.CRP;1000 t dm;Demand|Feed|Crops;Mt DM/yr;1000;NULL;;M
CONS.FSH;1000 t dm;Demand|Feed|Fish;Mt DM/yr;1000;NULL;;M
FEED.FSH;1000 t dm;Demand|Feed|Fish;Mt DM/yr;1000;NULL;;M
FEED.OFD;1000 t dm;Demand|Feed|Forage;Mt DM/yr;1000;NULL;;M
FEED.GRS;1000 t dm;Demand|Feed|Pasture;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Feed|Secondary products;Mt DM/yr;1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Feed|Secondary products;Mt DM/yr;1000;NULL;;M
FEED.CRP;1000 t dm;Demand|Feed|Secondary products;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Feed|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
FEED.SGC;1000 t dm;Demand|Feed|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Feed|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
FEED.CGR;1000 t dm;Demand|Feed|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
CONS.RIC;1000 t dm;Demand|Feed|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
FEED.RIC;1000 t dm;Demand|Feed|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Feed|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
FEED.WHT;1000 t dm;Demand|Feed|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Feed|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
FEED.CGR;1000 t dm;Demand|Feed|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Feed|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
FEED.PFB;1000 t dm;Demand|Feed|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
FEED.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
FEED.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
FEED.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
FEED.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
FEED.OSD;1000 t dm;Demand|Feed|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
CONS.VFN;1000 t dm;Demand|Feed|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
FEED.VFN;1000 t dm;Demand|Feed|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Feed|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
FEED.OCR;1000 t dm;Demand|Feed|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Feed|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
FEED.OCR;1000 t dm;Demand|Feed|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Feed|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
FEED.OCR;1000 t dm;Demand|Feed|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
FFSH.OFD;1000 t dm;Demand|Feed|Feed for Aquaculture|Crop residues;Mt DM/yr;1000;NULL;;M
FFSH.CRP;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops;Mt DM/yr;1000;NULL;;M
FFSH.FSH;1000 t dm;Demand|Feed|Feed for Aquaculture|Fish;Mt DM/yr;1000;NULL;;M
FFSH.OFD;1000 t dm;Demand|Feed|Feed for Aquaculture|Forage;Mt DM/yr;1000;NULL;;M
FFSH.GRS;1000 t dm;Demand|Feed|Feed for Aquaculture|Pasture;Mt DM/yr;1000;NULL;;M
FFSH.CRP;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products;Mt DM/yr;1000;NULL;;M
FFSH.SGC;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
FFSH.CGR;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
FFSH.RIC;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
FFSH.WHT;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
FFSH.CGR;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
FFSH.PFB;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
FFSH.OSD;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
FFSH.OSD;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
FFSH.OSD;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
FFSH.OSD;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
FFSH.OSD;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
FFSH.VFN;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
FFSH.OCR;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
FFSH.OCR;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
FFSH.OCR;1000 t dm;Demand|Feed|Feed for Aquaculture|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
FFSH.WHT;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
FFSH.CGR;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
FFSH.PFB;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
FFSH.CGR;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
FFSH.SGC;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
FFSH.SGC;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
FFSH.SGC;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
FFSH.OSD;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
FFSH.OSD;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
FFSH.SGC;1000 t dm;Demand|Feed|Feed for Aquaculture|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
FDRY.OFD;1000 t dm;Demand|Feed|Feed for Dairy|Crop residues;Mt DM/yr;1000;NULL;;M
FDRY.CRP;1000 t dm;Demand|Feed|Feed for Dairy|Crops;Mt DM/yr;1000;NULL;;M
FDRY.FSH;1000 t dm;Demand|Feed|Feed for Dairy|Fish;Mt DM/yr;1000;NULL;;M
FDRY.OFD;1000 t dm;Demand|Feed|Feed for Dairy|Forage;Mt DM/yr;1000;NULL;;M
FDRY.GRS;1000 t dm;Demand|Feed|Feed for Dairy|Pasture;Mt DM/yr;1000;NULL;;M
FDRY.CRP;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products;Mt DM/yr;1000;NULL;;M
FDRY.SGC;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
FDRY.CGR;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
FDRY.RIC;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
FDRY.WHT;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
FDRY.CGR;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
FDRY.PFB;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
FDRY.OSD;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
FDRY.OSD;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
FDRY.OSD;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
FDRY.OSD;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
FDRY.OSD;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
FDRY.VFN;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
FDRY.OCR;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
FDRY.OCR;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
FDRY.OCR;1000 t dm;Demand|Feed|Feed for Dairy|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
FDRY.WHT;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
FDRY.CGR;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
FDRY.PFB;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
FDRY.CGR;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
FDRY.SGC;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
FDRY.SGC;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
FDRY.SGC;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
FDRY.OSD;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
FDRY.OSD;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
FDRY.SGC;1000 t dm;Demand|Feed|Feed for Dairy|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
FNRM.OFD;1000 t dm;Demand|Feed|Feed for Eggs|Crop residues;Mt DM/yr;1000;NULL;;M
FNRM.CRP;1000 t dm;Demand|Feed|Feed for Eggs|Crops;Mt DM/yr;1000;NULL;;M
FNRM.FSH;1000 t dm;Demand|Feed|Feed for Eggs|Fish;Mt DM/yr;1000;NULL;;M
FNRM.OFD;1000 t dm;Demand|Feed|Feed for Eggs|Forage;Mt DM/yr;1000;NULL;;M
FNRM.GRS;1000 t dm;Demand|Feed|Feed for Eggs|Pasture;Mt DM/yr;1000;NULL;;M
FNRM.CRP;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
FNRM.RIC;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
FNRM.WHT;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
FNRM.PFB;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
FNRM.VFN;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
FNRM.OCR;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
FNRM.OCR;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
FNRM.OCR;1000 t dm;Demand|Feed|Feed for Eggs|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
FNRM.WHT;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
FNRM.PFB;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
FNRM.OFD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crop residues;Mt DM/yr;1000;NULL;;M
FNRM.CRP;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops;Mt DM/yr;1000;NULL;;M
FNRM.FSH;1000 t dm;Demand|Feed|Feed for Monogastric meat|Fish;Mt DM/yr;1000;NULL;;M
FNRM.OFD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Forage;Mt DM/yr;1000;NULL;;M
FNRM.GRS;1000 t dm;Demand|Feed|Feed for Monogastric meat|Pasture;Mt DM/yr;1000;NULL;;M
FNRM.CRP;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
FNRM.RIC;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
FNRM.WHT;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
FNRM.PFB;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
